contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
ACN250221P00180000,ACN,2025-02-21,180.00,put,0.00,0.01,0.00,0,0.55,36,0,0,2024-10-25,0.38812,-0.00045,0.00002,-0.00190,0.00333,-0.00056
ACN250221C00185000,ACN,2025-02-21,185.00,call,0.00,178.00,176.30,5,179.70,5,0,0,2024-10-25,0.06517,1.00000,0.00000,-0.08796,0.00000,0.59373
ACN250221P00185000,ACN,2025-02-21,185.00,put,0.00,0.01,0.00,0,0.60,15,0,0,2024-10-25,0.37394,-0.00047,0.00002,-0.00189,0.00345,-0.00058
ACN250221C00190000,ACN,2025-02-21,190.00,call,0.00,173.10,171.40,5,174.80,5,0,0,2024-10-25,0.06332,1.00000,0.00000,-0.09034,0.00000,0.60977
ACN250221P00190000,ACN,2025-02-21,190.00,put,0.00,0.01,0.00,0,0.60,10,0,10,2024-10-25,0.36007,-0.00049,0.00002,-0.00188,0.00356,-0.00060
ACN250221C00195000,ACN,2025-02-21,195.00,call,0.00,168.15,166.50,5,169.80,5,0,0,2024-10-25,0.06146,1.00000,0.00000,-0.09271,0.00000,0.62582
ACN250221P00195000,ACN,2025-02-21,195.00,put,0.00,0.01,0.00,0,0.65,10,0,9,2024-10-25,0.34650,-0.00050,0.00003,-0.00187,0.00368,-0.00062
ACN250221C00200000,ACN,2025-02-21,200.00,call,163.68,162.95,161.20,5,164.70,5,0,32,2024-10-25,0.05961,1.00000,0.00000,-0.09509,0.00000,0.64187
ACN250221P00200000,ACN,2025-02-21,200.00,put,0.00,0.01,0.00,0,0.75,15,0,0,2024-10-25,0.33339,-0.00052,0.00003,-0.00186,0.00382,-0.00065
ACN250221C00205000,ACN,2025-02-21,205.00,call,121.90,158.30,156.60,5,160.00,5,0,10,2024-10-25,0.05776,1.00000,0.00000,-0.09747,0.00000,0.65791
ACN250221P00205000,ACN,2025-02-21,205.00,put,0.00,0.01,0.00,0,0.95,15,0,0,2024-10-25,0.32059,-0.00055,0.00003,-0.00185,0.00397,-0.00067
ACN250221C00210000,ACN,2025-02-21,210.00,call,0.00,153.30,151.60,5,155.00,5,0,0,2024-10-25,0.05590,1.00000,0.00000,-0.09985,0.00000,0.67396
ACN250221P00210000,ACN,2025-02-21,210.00,put,0.00,0.01,0.00,0,1.15,26,0,10,2024-10-25,0.30793,-0.00057,0.00003,-0.00184,0.00410,-0.00070
ACN250221C00215000,ACN,2025-02-21,215.00,call,0.00,148.45,146.80,5,150.10,5,0,0,2024-10-25,0.05405,1.00000,0.00000,-0.10222,0.00000,0.69001
ACN250221P00215000,ACN,2025-02-21,215.00,put,0.00,0.60,0.05,10,1.15,7,0,0,2024-10-25,0.46449,-0.01602,0.00042,-0.05572,0.08255,-0.02080
ACN250221C00220000,ACN,2025-02-21,220.00,call,0.00,143.50,141.50,5,145.50,5,0,0,2024-10-25,0.05220,1.00000,0.00000,-0.10460,0.00000,0.70605
ACN250221P00220000,ACN,2025-02-21,220.00,put,0.00,0.60,0.05,9,1.15,5,0,3,2024-10-25,0.44680,-0.01665,0.00045,-0.05528,0.08534,-0.02155
ACN250221C00225000,ACN,2025-02-21,225.00,call,103.00,138.45,136.60,5,140.30,5,0,4,2024-10-25,0.05034,1.00000,0.00000,-0.10698,0.00000,0.72210
ACN250221P00225000,ACN,2025-02-21,225.00,put,0.00,0.83,0.10,8,1.55,5,0,1,2024-10-25,0.45290,-0.02189,0.00056,-0.07056,0.10765,-0.02845
ACN250221C00230000,ACN,2025-02-21,230.00,call,79.74,133.70,132.00,5,135.40,5,0,2,2024-10-25,0.04849,1.00000,0.00000,-0.10935,0.00000,0.73815
ACN250221P00230000,ACN,2025-02-21,230.00,put,0.00,0.45,0.10,47,0.80,34,0,13,2024-10-25,0.39437,-0.01455,0.00045,-0.04322,0.07602,-0.01859
ACN250221C00235000,ACN,2025-02-21,235.00,call,0.00,128.75,127.10,5,130.40,5,0,0,2024-10-25,0.04663,1.00000,0.00000,-0.11173,0.00000,0.75419
ACN250221P00235000,ACN,2025-02-21,235.00,put,0.00,0.90,0.15,6,1.65,5,0,0,2024-10-25,0.42348,-0.02505,0.00067,-0.07353,0.12060,-0.03240
ACN250221C00240000,ACN,2025-02-21,240.00,call,75.00,123.90,122.20,5,125.60,5,0,6,2024-10-25,0.04478,1.00000,0.00000,-0.11411,0.00000,0.77024
ACN250221P00240000,ACN,2025-02-21,240.00,put,0.00,0.50,0.15,16,0.85,11,0,61,2024-10-25,0.36830,-0.01706,0.00056,-0.04599,0.08711,-0.02170
ACN250221C00245000,ACN,2025-02-21,245.00,call,0.00,119.10,117.50,5,120.70,5,0,0,2024-10-25,0.04293,1.00000,0.00000,-0.11649,0.00000,0.78629
ACN250221P00245000,ACN,2025-02-21,245.00,put,0.00,0.97,0.20,5,1.75,5,0,371,2024-10-25,0.39437,-0.02862,0.00081,-0.07607,0.13480,-0.03683
ACN250221C00250000,ACN,2025-02-21,250.00,call,80.20,114.15,112.50,5,115.80,5,0,4,2024-10-25,0.04107,1.00000,0.00000,-0.11886,0.00000,0.80233
ACN250221P00250000,ACN,2025-02-21,250.00,put,0.00,1.10,0.20,7,2.00,5,0,70,2024-10-25,0.38629,-0.03252,0.00091,-0.08258,0.14985,-0.04184
ACN250221C00255000,ACN,2025-02-21,255.00,call,75.60,109.25,107.60,5,110.90,5,0,2,2024-10-25,0.03922,1.00000,0.00000,-0.12124,0.00000,0.81838
ACN250221P00255000,ACN,2025-02-21,255.00,put,0.00,0.60,0.25,29,0.95,31,0,20,2024-10-25,0.33141,-0.02212,0.00077,-0.05106,0.10861,-0.02797
ACN250221C00260000,ACN,2025-02-21,260.00,call,60.40,104.45,102.90,5,106.00,5,0,7,2024-10-25,0.03737,1.00000,0.00000,-0.12362,0.00000,0.83443
ACN250221P00260000,ACN,2025-02-21,260.00,put,0.00,1.12,0.30,45,1.95,52,0,71,2024-10-25,0.35382,-0.03587,0.00108,-0.08135,0.16243,-0.04584
ACN250221C00265000,ACN,2025-02-21,265.00,call,92.95,99.55,97.90,5,101.20,5,0,1,2024-10-25,0.03551,1.00000,0.00000,-0.12600,0.00000,0.85047
ACN250221P00265000,ACN,2025-02-21,265.00,put,0.00,0.73,0.35,72,1.10,63,0,29,2024-10-25,0.31144,-0.02789,0.00100,-0.05779,0.13192,-0.03519
ACN250221C00270000,ACN,2025-02-21,270.00,call,0.00,94.75,93.10,5,96.40,5,0,0,2024-10-25,0.03366,1.00000,0.00000,-0.12837,0.00000,0.86652
ACN250221P00270000,ACN,2025-02-21,270.00,put,0.00,1.07,0.50,49,1.65,50,0,144,2024-10-25,0.31815,-0.03808,0.00126,-0.07607,0.17057,-0.04829
ACN250221C00275000,ACN,2025-02-21,275.00,call,89.57,90.00,88.40,10,91.60,10,0,3,2024-10-25,0.03181,1.00000,0.00000,-0.13075,0.00000,0.88257
ACN250221P00275000,ACN,2025-02-21,275.00,put,0.00,1.02,0.65,73,1.40,65,0,88,2024-10-25,0.29925,-0.03863,0.00136,-0.07196,0.17255,-0.04876
ACN250221C00280000,ACN,2025-02-21,280.00,call,97.95,85.30,83.60,10,87.00,10,0,5,2024-10-25,0.20306,0.99135,0.00056,-0.14661,0.04834,0.88804
ACN250221P00280000,ACN,2025-02-21,280.00,put,1.30,1.32,1.20,55,1.45,37,2,66,2024-10-25,0.29925,-0.04832,0.00163,-0.08582,0.20673,-0.06114
ACN250221C00285000,ACN,2025-02-21,285.00,call,57.30,80.45,78.90,21,82.00,18,0,5,2024-10-25,0.20321,0.98700,0.00080,-0.15463,0.06896,0.89873
ACN250221P00285000,ACN,2025-02-21,285.00,put,0.00,1.57,1.45,45,1.70,31,0,145,2024-10-25,0.29422,-0.05687,0.00188,-0.09551,0.23531,-0.07202
ACN250221C00290000,ACN,2025-02-21,290.00,call,71.98,76.20,75.10,15,77.30,20,0,3,2024-10-25,0.24483,0.95952,0.00173,-0.19771,0.17925,0.88026
ACN250221P00290000,ACN,2025-02-21,290.00,put,0.00,1.98,1.70,21,2.25,19,0,178,2024-10-25,0.29361,-0.06934,0.00220,-0.11060,0.27458,-0.08802
ACN250221C00295000,ACN,2025-02-21,295.00,call,56.71,71.05,69.60,24,72.50,15,0,3,2024-10-25,0.21678,0.96530,0.00172,-0.18645,0.15807,0.90385
ACN250221P00295000,ACN,2025-02-21,295.00,put,0.00,2.17,2.05,55,2.30,5,0,114,2024-10-25,0.28324,-0.07734,0.00248,-0.11514,0.29851,-0.09805
ACN250221C00300000,ACN,2025-02-21,300.00,call,57.20,66.90,65.80,15,68.00,16,0,7,2024-10-25,0.23934,0.93748,0.00249,-0.22408,0.25344,0.88465
ACN250221P00300000,ACN,2025-02-21,300.00,put,2.50,2.73,2.45,39,3.00,33,2,141,2024-10-25,0.28324,-0.09353,0.00286,-0.13191,0.34423,-0.11892
ACN250221C00305000,ACN,2025-02-21,305.00,call,0.00,61.80,60.60,45,63.00,30,0,0,2024-10-25,0.21678,0.93901,0.00270,-0.21643,0.24859,0.90307
ACN250221P00305000,ACN,2025-02-21,305.00,put,0.00,3.12,2.85,60,3.40,43,0,133,2024-10-25,0.27623,-0.10676,0.00323,-0.14050,0.37914,-0.13576
ACN250221C00310000,ACN,2025-02-21,310.00,call,64.15,57.90,56.90,15,58.90,15,0,5,2024-10-25,0.23492,0.90588,0.00347,-0.25449,0.34582,0.87683
ACN250221P00310000,ACN,2025-02-21,310.00,put,0.00,3.38,2.75,18,4.00,20,0,147,2024-10-25,0.26464,-0.11820,0.00363,-0.14326,0.40774,-0.15005
ACN250221C00315000,ACN,2025-02-21,315.00,call,0.00,53.20,52.00,45,54.40,20,0,0,2024-10-25,0.22410,0.89398,0.00397,-0.25974,0.37724,0.87815
ACN250221P00315000,ACN,2025-02-21,315.00,put,0.00,4.50,3.70,57,5.30,35,0,214,2024-10-25,0.27150,-0.14577,0.00409,-0.16863,0.47122,-0.18614
ACN250221C00320000,ACN,2025-02-21,320.00,call,53.00,48.85,47.80,66,49.90,38,1,66,2024-10-25,0.22089,0.87272,0.00458,-0.27398,0.42946,0.86731
ACN250221P00320000,ACN,2025-02-21,320.00,put,0.00,5.25,4.70,67,5.80,46,0,215,2024-10-25,0.26708,-0.16692,0.00455,-0.17941,0.51523,-0.21346
ACN250221C00325000,ACN,2025-02-21,325.00,call,48.55,45.15,44.60,35,45.70,20,0,10,2024-10-25,0.22852,0.83813,0.00521,-0.30125,0.50507,0.83869
ACN250221P00325000,ACN,2025-02-21,325.00,put,0.00,5.85,5.60,50,6.10,20,0,132,2024-10-25,0.25824,-0.18694,0.00505,-0.18380,0.55348,-0.23898
ACN250221C00330000,ACN,2025-02-21,330.00,call,41.30,41.50,40.70,15,42.30,12,0,51,2024-10-25,0.23248,0.80434,0.00577,-0.32305,0.56917,0.81084
ACN250221P00330000,ACN,2025-02-21,330.00,put,0.00,6.80,6.50,16,7.10,10,0,119,2024-10-25,0.25397,-0.21289,0.00555,-0.19273,0.59851,-0.27260
ACN250221C00335000,ACN,2025-02-21,335.00,call,38.00,37.40,37.00,40,37.80,11,0,36,2024-10-25,0.22562,0.77714,0.00642,-0.33000,0.61451,0.79223
ACN250221P00335000,ACN,2025-02-21,335.00,put,0.00,7.95,7.70,56,8.20,40,0,83,2024-10-25,0.25077,-0.24205,0.00605,-0.20143,0.64341,-0.31063
ACN250221C00340000,ACN,2025-02-21,340.00,call,34.38,33.25,32.30,45,34.20,31,0,39,2024-10-25,0.21632,0.74856,0.00715,-0.33224,0.65665,0.77214
ACN250221P00340000,ACN,2025-02-21,340.00,put,8.50,9.20,9.00,96,9.40,11,2,141,2024-10-25,0.24711,-0.27326,0.00653,-0.20763,0.68525,-0.35145
ACN250221C00345000,ACN,2025-02-21,345.00,call,36.25,30.25,28.90,59,31.60,40,0,125,2024-10-25,0.22166,0.70592,0.00755,-0.34969,0.70979,0.73177
ACN250221P00345000,ACN,2025-02-21,345.00,put,0.00,10.70,10.50,60,10.90,43,0,112,2024-10-25,0.24452,-0.30737,0.00698,-0.21281,0.72409,-0.39643
ACN250221C00350000,ACN,2025-02-21,350.00,call,30.72,27.05,26.00,51,28.10,40,0,84,2024-10-25,0.22105,0.66591,0.00799,-0.35714,0.74973,0.69513
ACN250221P00350000,ACN,2025-02-21,350.00,put,11.80,12.35,12.10,68,12.60,33,2,58,2024-10-25,0.24178,-0.34339,0.00738,-0.21515,0.75770,-0.44418
ACN250221C00355000,ACN,2025-02-21,355.00,call,24.20,23.80,23.50,1,24.10,15,2,38,2024-10-25,0.21708,0.62543,0.00848,-0.35748,0.78091,0.65809
ACN250221P00355000,ACN,2025-02-21,355.00,put,14.30,14.25,14.00,48,14.50,32,3,22,2024-10-25,0.23995,-0.38143,0.00771,-0.21563,0.78530,-0.49513
ACN250221C00360000,ACN,2025-02-21,360.00,call,21.10,21.00,20.70,20,21.30,34,7,216,2024-10-25,0.21617,0.58210,0.00877,-0.35798,0.80440,0.61628
ACN250221P00360000,ACN,2025-02-21,360.00,put,16.05,16.40,16.00,69,16.80,38,21,29,2024-10-25,0.23888,-0.42077,0.00795,-0.21389,0.80561,-0.54842
ACN250221C00365000,ACN,2025-02-21,365.00,call,18.40,18.40,18.00,21,18.80,65,13,74,2024-10-25,0.21525,0.53801,0.00896,-0.35495,0.81814,0.57286
ACN250221P00365000,ACN,2025-02-21,365.00,put,18.90,18.55,18.30,30,18.80,20,41,33,2024-10-25,0.23538,-0.46087,0.00819,-0.20597,0.81791,-0.60259
ACN250221C00370000,ACN,2025-02-21,370.00,call,15.30,15.85,15.60,25,16.10,41,11,80,2024-10-25,0.21221,0.49311,0.00912,-0.34571,0.82175,0.52836
ACN250221P00370000,ACN,2025-02-21,370.00,put,0.00,21.15,20.80,40,21.50,43,0,10,2024-10-25,0.23507,-0.50126,0.00824,-0.19872,0.82187,-0.65861
ACN250221C00375000,ACN,2025-02-21,375.00,call,15.46,13.60,13.40,31,13.80,10,0,81,2024-10-25,0.21007,0.44806,0.00914,-0.33405,0.81490,0.48272
ACN250221P00375000,ACN,2025-02-21,375.00,put,23.10,23.20,22.30,30,24.10,10,1,170,2024-10-25,0.22547,-0.54505,0.00853,-0.17619,0.81663,-0.71677
ACN250221C00380000,ACN,2025-02-21,380.00,call,13.41,11.65,11.40,36,11.90,34,0,178,2024-10-25,0.20900,0.40407,0.00900,-0.32057,0.79799,0.43734
ACN250221P00380000,ACN,2025-02-21,380.00,put,0.00,26.95,26.60,40,27.30,11,0,20,2024-10-25,0.23446,-0.58032,0.00809,-0.17536,0.80516,-0.77050
ACN250221C00385000,ACN,2025-02-21,385.00,call,9.60,9.90,9.70,36,10.10,41,5,152,2024-10-25,0.20794,0.36137,0.00874,-0.30430,0.77174,0.39282
ACN250221P00385000,ACN,2025-02-21,385.00,put,30.30,30.25,29.90,32,30.60,5,1,25,2024-10-25,0.23583,-0.61709,0.00786,-0.16220,0.78621,-0.82452
ACN250221C00390000,ACN,2025-02-21,390.00,call,8.80,8.40,8.20,37,8.60,36,4,243,2024-10-25,0.20763,0.32121,0.00837,-0.28688,0.73788,0.35044
ACN250221P00390000,ACN,2025-02-21,390.00,put,0.00,33.40,32.70,22,34.10,10,0,0,2024-10-25,0.23294,-0.65550,0.00767,-0.14064,0.75862,-0.87998
ACN250221C00400000,ACN,2025-02-21,400.00,call,6.90,5.95,5.80,33,6.10,11,0,375,2024-10-25,0.20702,0.24818,0.00742,-0.24742,0.65212,0.27255
ACN250221P00400000,ACN,2025-02-21,400.00,put,0.00,41.40,40.30,30,42.50,48,0,1,2024-10-25,0.24391,-0.71153,0.00680,-0.11914,0.70343,-0.97197
ACN250221C00410000,ACN,2025-02-21,410.00,call,5.10,4.25,4.10,21,4.40,40,0,60,2024-10-25,0.20900,0.18955,0.00629,-0.20991,0.55823,0.20911
ACN250221P00410000,ACN,2025-02-21,410.00,put,0.00,49.55,48.30,21,50.80,15,0,0,2024-10-25,0.25077,-0.76152,0.00600,-0.08881,0.63822,-1.05734
ACN250221C00420000,ACN,2025-02-21,420.00,call,4.38,3.67,2.85,18,4.50,28,0,31,2024-10-25,0.22486,0.15950,0.00524,-0.19853,0.50023,0.17566
ACN250221P00420000,ACN,2025-02-21,420.00,put,0.00,59.45,58.00,15,60.90,15,0,0,2024-10-25,0.28095,-0.77897,0.00513,-0.09907,0.61163,-1.11013
ACN250221C00430000,ACN,2025-02-21,430.00,call,3.63,1.30,0.35,43,2.25,50,0,30,2024-10-25,0.18934,0.07733,0.00371,-0.09952,0.29849,0.08672
ACN250221P00430000,ACN,2025-02-21,430.00,put,0.00,68.85,67.30,5,70.40,5,0,0,2024-10-25,0.30092,-0.80056,0.00451,-0.09296,0.57579,-1.16618
ACN250221C00440000,ACN,2025-02-21,440.00,call,1.45,1.52,1.45,10,1.60,46,6,5,2024-10-25,0.21708,0.07897,0.00329,-0.11400,0.30329,0.08794
ACN250221P00440000,ACN,2025-02-21,440.00,put,0.00,79.15,77.20,10,81.10,10,0,0,2024-10-25,0.33476,-0.80518,0.00400,-0.11290,0.56768,-1.20518
ACN250221C00450000,ACN,2025-02-21,450.00,call,1.10,1.07,1.00,30,1.15,25,0,1,2024-10-25,0.21967,0.05785,0.00256,-0.08991,0.23849,0.06457
ACN250221P00450000,ACN,2025-02-21,450.00,put,0.00,88.65,87.20,10,90.10,10,0,0,2024-10-25,0.35321,-0.82030,0.00360,-0.10675,0.54001,-1.25394
ACN250221C00460000,ACN,2025-02-21,460.00,call,1.07,0.75,0.35,6,1.15,20,0,1,2024-10-25,0.22227,0.04214,0.00196,-0.07010,0.18518,0.04712
ACN250221P00460000,ACN,2025-02-21,460.00,put,0.00,99.40,98.00,5,100.80,5,0,0,2024-10-25,0.39360,-0.81550,0.00329,-0.14126,0.54898,-1.28335
ACN250221C00470000,ACN,2025-02-21,470.00,call,0.00,0.67,0.20,11,1.15,20,0,0,2024-10-25,0.23431,0.03659,0.00166,-0.06537,0.16508,0.04085
ACN250221P00470000,ACN,2025-02-21,470.00,put,0.00,109.15,107.60,5,110.70,5,0,0,2024-10-25,0.41479,-0.82420,0.00303,-0.14245,0.53259,-1.32536
ACN250221C00480000,ACN,2025-02-21,480.00,call,0.00,0.57,0.15,11,1.00,21,0,0,2024-10-25,0.24345,0.03069,0.00138,-0.05840,0.14284,0.03424
ACN250221P00480000,ACN,2025-02-21,480.00,put,0.00,119.00,117.20,5,120.80,5,0,0,2024-10-25,0.43690,-0.83058,0.00281,-0.14632,0.52018,-1.36498
ACN250221C00490000,ACN,2025-02-21,490.00,call,0.00,0.42,0.10,18,0.75,24,0,0,2024-10-25,0.24650,0.02316,0.00108,-0.04653,0.11293,0.02588
ACN250221P00490000,ACN,2025-02-21,490.00,put,0.00,129.05,127.30,5,130.80,5,0,0,2024-10-25,0.46205,-0.83362,0.00262,-0.15672,0.51415,-1.40132
ACN250516C00190000,ACN,2025-05-16,190.00,call,175.50,174.00,172.20,5,175.80,5,0,3,2024-10-25,0.03724,1.00000,0.00000,-0.08934,0.00000,1.02870
ACN250516P00190000,ACN,2025-05-16,190.00,put,0.00,0.01,0.00,0,1.55,15,0,0,2024-10-25,0.28004,-0.00048,0.00002,-0.00106,0.00458,-0.00101
ACN250516C00195000,ACN,2025-05-16,195.00,call,0.00,169.00,167.30,5,170.70,5,0,0,2024-10-25,0.03615,1.00000,0.00000,-0.09169,0.00000,1.05578
ACN250516P00195000,ACN,2025-05-16,195.00,put,0.00,0.83,0.05,5,1.60,8,0,0,2024-10-25,0.44193,-0.01729,0.00036,-0.04230,0.11507,-0.03931
ACN250516C00200000,ACN,2025-05-16,200.00,call,0.00,164.15,162.50,5,165.80,5,0,0,2024-10-25,0.03506,1.00000,0.00000,-0.09404,0.00000,1.08285
ACN250516P00200000,ACN,2025-05-16,200.00,put,0.00,0.85,0.05,5,1.65,5,0,0,2024-10-25,0.42790,-0.01819,0.00039,-0.04266,0.12019,-0.04123
ACN250516C00210000,ACN,2025-05-16,210.00,call,0.00,154.60,153.00,5,156.20,5,0,0,2024-10-25,0.03288,1.00000,0.00000,-0.09874,0.00000,1.13699
ACN250516P00210000,ACN,2025-05-16,210.00,put,0.00,0.90,0.05,5,1.75,5,0,0,2024-10-25,0.40168,-0.02037,0.00046,-0.04380,0.13232,-0.04588
ACN250516C00220000,ACN,2025-05-16,220.00,call,0.00,144.75,143.10,5,146.40,5,0,0,2024-10-25,0.03070,1.00000,0.00000,-0.10344,0.00000,1.19113
ACN250516P00220000,ACN,2025-05-16,220.00,put,0.00,0.97,0.05,5,1.90,5,0,0,2024-10-25,0.37745,-0.02310,0.00054,-0.04543,0.14714,-0.05174
ACN250516C00230000,ACN,2025-05-16,230.00,call,0.00,135.25,133.60,5,136.90,5,0,0,2024-10-25,0.02852,1.00000,0.00000,-0.10815,0.00000,1.24527
ACN250516P00230000,ACN,2025-05-16,230.00,put,0.00,1.20,0.35,26,2.05,11,0,0,2024-10-25,0.36312,-0.02890,0.00068,-0.05232,0.17748,-0.06466
ACN250516C00240000,ACN,2025-05-16,240.00,call,129.22,125.75,124.10,5,127.40,5,0,5,2024-10-25,0.02634,1.00000,0.00000,-0.11285,0.00000,1.29942
ACN250516P00240000,ACN,2025-05-16,240.00,put,0.00,1.02,0.55,26,1.50,15,0,3,2024-10-25,0.32516,-0.02786,0.00073,-0.04498,0.17215,-0.06157
ACN250516C00245000,ACN,2025-05-16,245.00,call,97.50,121.05,119.40,5,122.70,5,0,1,2024-10-25,0.02525,1.00000,0.00000,-0.11520,0.00000,1.32649
ACN250516P00245000,ACN,2025-05-16,245.00,put,0.00,1.73,1.00,20,2.45,21,0,1,2024-10-25,0.34589,-0.04149,0.00095,-0.06621,0.23886,-0.09287
ACN250516C00250000,ACN,2025-05-16,250.00,call,0.00,116.45,114.60,5,118.30,3,0,0,2024-10-25,0.02416,1.00000,0.00000,-0.11755,0.00000,1.35356
ACN250516P00250000,ACN,2025-05-16,250.00,put,0.00,1.50,1.15,26,1.85,15,0,0,2024-10-25,0.32211,-0.03928,0.00098,-0.05859,0.22846,-0.08716
ACN250516C00255000,ACN,2025-05-16,255.00,call,0.00,111.80,110.20,5,113.40,5,0,0,2024-10-25,0.02307,1.00000,0.00000,-0.11990,0.00000,1.38063
ACN250516P00255000,ACN,2025-05-16,255.00,put,0.00,1.82,1.50,15,2.15,15,0,0,2024-10-25,0.32135,-0.04647,0.00112,-0.06663,0.26171,-0.10337
ACN250516C00260000,ACN,2025-05-16,260.00,call,84.10,107.00,105.40,15,108.60,21,0,1,2024-10-25,0.02198,1.00000,0.00000,-0.12225,0.00000,1.40770
ACN250516P00260000,ACN,2025-05-16,260.00,put,0.00,2.30,1.70,38,2.90,30,0,5,2024-10-25,0.32425,-0.05626,0.00130,-0.07791,0.30473,-0.12569
ACN250516C00265000,ACN,2025-05-16,265.00,call,0.00,102.05,100.70,15,103.40,15,0,0,2024-10-25,0.02089,1.00000,0.00000,-0.12460,0.00000,1.43477
ACN250516P00265000,ACN,2025-05-16,265.00,put,0.00,2.33,2.00,16,2.65,15,0,30,2024-10-25,0.31098,-0.05910,0.00141,-0.07713,0.31674,-0.13154
ACN250516C00270000,ACN,2025-05-16,270.00,call,75.50,97.70,96.00,19,99.40,18,0,1,2024-10-25,0.01980,1.00000,0.00000,-0.12695,0.00000,1.46184
ACN250516P00270000,ACN,2025-05-16,270.00,put,0.00,2.65,2.35,10,2.95,15,0,6,2024-10-25,0.30641,-0.06675,0.00157,-0.08302,0.34825,-0.14866
ACN250516C00275000,ACN,2025-05-16,275.00,call,71.30,93.00,91.40,17,94.60,16,0,1,2024-10-25,0.01871,1.00000,0.00000,-0.12930,0.00000,1.48891
ACN250516P00275000,ACN,2025-05-16,275.00,put,0.00,2.90,2.70,15,3.10,10,0,0,2024-10-25,0.29909,-0.07361,0.00173,-0.08674,0.37550,-0.16383
ACN250516C00280000,ACN,2025-05-16,280.00,call,88.00,88.80,87.00,15,90.60,21,0,2,2024-10-25,0.20214,0.97353,0.00113,-0.15674,0.16498,1.45965
ACN250516P00280000,ACN,2025-05-16,280.00,put,0.00,3.30,3.10,10,3.50,10,0,1,2024-10-25,0.29498,-0.08308,0.00193,-0.09308,0.41160,-0.18508
ACN250516C00285000,ACN,2025-05-16,285.00,call,0.00,84.55,83.00,15,86.10,21,0,0,2024-10-25,0.21983,0.95395,0.00163,-0.17675,0.25984,1.44399
ACN250516P00285000,ACN,2025-05-16,285.00,put,0.00,3.75,3.50,15,4.00,11,0,0,2024-10-25,0.29086,-0.09350,0.00213,-0.09943,0.44946,-0.20847
ACN250516C00290000,ACN,2025-05-16,290.00,call,92.40,80.20,78.60,15,81.80,21,0,3,2024-10-25,0.22516,0.93881,0.00200,-0.19076,0.32551,1.43781
ACN250516P00290000,ACN,2025-05-16,290.00,put,0.00,4.40,4.00,10,4.80,10,0,104,2024-10-25,0.28979,-0.10691,0.00236,-0.10839,0.49570,-0.23899
ACN250516C00295000,ACN,2025-05-16,295.00,call,0.00,75.85,74.50,8,77.20,21,0,0,2024-10-25,0.22699,0.92404,0.00234,-0.20288,0.38461,1.43235
ACN250516P00295000,ACN,2025-05-16,295.00,put,0.00,4.80,4.60,35,5.00,30,0,22,2024-10-25,0.28263,-0.11740,0.00259,-0.11188,0.52997,-0.26226
ACN250516C00300000,ACN,2025-05-16,300.00,call,0.00,70.50,69.10,66,71.90,20,0,0,2024-10-25,0.20123,0.93106,0.00245,-0.19280,0.35705,1.47621
ACN250516P00300000,ACN,2025-05-16,300.00,put,0.00,5.40,5.20,68,5.60,11,0,12,2024-10-25,0.27836,-0.13090,0.00284,-0.11770,0.57192,-0.29271
ACN250516C00305000,ACN,2025-05-16,305.00,call,0.00,66.40,65.00,40,67.80,15,0,0,2024-10-25,0.20763,0.90922,0.00293,-0.20847,0.43977,1.45519
ACN250516P00305000,ACN,2025-05-16,305.00,put,6.20,6.40,6.00,12,6.80,45,1,20,2024-10-25,0.27943,-0.14932,0.00309,-0.12801,0.62547,-0.33522
ACN250516C00310000,ACN,2025-05-16,310.00,call,0.00,62.65,61.70,46,63.60,20,0,0,2024-10-25,0.21708,0.88184,0.00339,-0.22732,0.53241,1.42109
ACN250516P00310000,ACN,2025-05-16,310.00,put,0.00,7.10,6.80,11,7.40,42,0,18,2024-10-25,0.27440,-0.16474,0.00336,-0.13246,0.66725,-0.37008
ACN250516C00315000,ACN,2025-05-16,315.00,call,0.00,58.95,58.40,11,59.50,20,0,0,2024-10-25,0.22303,0.85562,0.00379,-0.24325,0.61151,1.38908
ACN250516P00315000,ACN,2025-05-16,315.00,put,0.00,7.95,7.70,11,8.20,42,0,85,2024-10-25,0.27044,-0.18217,0.00363,-0.13736,0.71136,-0.40977
ACN250516C00320000,ACN,2025-05-16,320.00,call,37.70,55.45,54.20,45,56.70,30,0,1,2024-10-25,0.22897,0.82779,0.00414,-0.25880,0.68656,1.35267
ACN250516P00320000,ACN,2025-05-16,320.00,put,8.10,9.20,8.60,60,9.80,40,1,53,2024-10-25,0.27074,-0.20374,0.00389,-0.14545,0.76170,-0.46002
ACN250516C00325000,ACN,2025-05-16,325.00,call,0.00,51.05,50.30,46,51.80,20,0,0,2024-10-25,0.21998,0.81131,0.00457,-0.26051,0.72705,1.34407
ACN250516P00325000,ACN,2025-05-16,325.00,put,0.00,10.00,9.80,10,10.20,40,0,57,2024-10-25,0.26373,-0.22177,0.00419,-0.14629,0.80036,-0.50059
ACN250516C00330000,ACN,2025-05-16,330.00,call,47.79,47.50,47.00,30,48.00,20,1,20,2024-10-25,0.22120,0.78414,0.00492,-0.27041,0.78803,1.30928
